ip_address,nr_of_cycles,temperature,power
18.68.147.209,12,21.372546493047032,11.951394246732072
18.68.147.209,12,20.67432347961295,11.9044661554676
18.68.147.209,12,20.690511008180913,12.721002975545556
18.68.147.209,12,20.1687185634352,12.258170968497772
18.68.147.209,12,20.381388634622695,13.639412237006805
18.68.147.209,12,21.937222253077138,14.549194193805349
18.68.147.209,12,22.27118621683705,14.644253657817913
18.68.147.209,12,23.50840668380142,14.686103585546483
18.68.147.209,12,24.57638853666283,14.397833271540131
18.68.147.209,12,25.62187693037758,16.104029525254752
18.68.147.209,12,27.29245876497422,18.444086742047404
18.68.147.209,12,26.47278742835136,17.854801372435375
18.68.147.209,12,28.595371967851257,18.793485104453218
18.68.147.209,12,30.123613872584343,19.85729836200634
18.68.147.209,12,30.69252933468433,17.98993115130984
18.68.147.209,12,32.00428285381828,20.888876592952883
18.68.147.209,12,31.999375165693987,23.131919759448902
18.68.147.209,12,33.856666389317766,24.802356397605
18.68.147.209,12,32.87495320926379,25.22629197168011
18.68.147.209,12,34.74907171525169,27.143638557429462
18.68.147.209,12,35.750191125089486,29.984154095236725
18.68.147.209,12,36.076386591136846,29.64023405747013
18.68.147.209,12,36.78102302281622,28.71171137186963
18.68.147.209,12,36.22912688105963,30.695880061148547
18.68.147.209,12,35.557509681873135,28.86936864047669
18.68.147.209,12,34.67175079137732,30.972176139520123
18.68.147.209,12,33.71818524320657,28.9835877270847
18.68.147.209,12,33.888420027972366,31.09065997031367
18.68.147.209,12,34.532857154117394,33.2612787578244
18.68.147.209,12,34.18424449058324,34.37868903450742
18.68.147.209,12,33.286729708232095,33.35470418243248
18.68.147.209,12,32.72168053901331,36.49350562982718
18.68.147.209,12,32.09315839074436,36.14319887567828
18.68.147.209,12,31.662527701260878,38.69130274413916
18.68.147.209,12,32.23434612467389,40.095611826564486
18.68.147.209,12,32.305131894128216,41.165385466179636
18.68.147.209,12,32.998504390228774,43.27132046937276
18.68.147.209,12,34.419833938003414,45.03700128516681
18.68.147.209,12,35.508670409620585,46.18640784865091
18.68.147.209,12,37.143109006926274,44.615606919639156
18.68.147.209,12,37.789369447981485,46.596805470538015
18.68.147.209,12,39.91919283120053,48.53166834769126
18.68.147.209,12,39.9867776604898,49.8370938806644
18.68.147.209,12,39.31162600226662,51.20163509819761
18.68.147.209,12,40.89750110987181,53.234314936850765
18.68.147.209,12,40.78903723489797,51.74159681398904
18.68.147.209,12,41.596676821704506,50.45218942509893
18.68.147.209,12,41.63761269124715,48.89433045830087
18.68.147.209,12,41.673871786060914,50.7651895009534
18.68.147.209,12,41.681082775081606,52.13068753103815
18.68.147.209,12,40.563659843011735,50.44480039671783
18.68.147.209,12,40.92658833462991,49.40629592604835
18.68.147.209,12,40.569710864214905,50.34046400370295
18.68.147.209,12,39.15617632932981,50.06596579926038
18.68.147.209,12,38.99693672480979,49.992418908060884
18.68.147.209,12,38.734558671882375,49.55031556305765
18.68.147.209,12,39.19924879325202,50.848402610766534
18.68.147.209,12,37.632706144748894,50.552104330510375
18.68.147.209,12,36.657460488318684,53.22326994962499
18.68.147.209,12,37.60844137184465,51.50142692124888
18.68.147.209,12,36.97411190685267,51.58815451237914
18.68.147.209,12,37.49235396249979,52.366876539149786
18.68.147.209,12,37.2842816809609,54.00120508514359
18.68.147.209,12,36.09142825319678,54.701437632937534
18.68.147.209,12,34.76283676876001,56.229791703277776
18.68.147.209,12,33.668460073964816,59.06008332540017
18.68.147.209,12,32.743553716035464,61.68506433215572
18.68.147.209,12,31.774500679445705,62.13992734860403
18.68.147.209,12,32.5217361769606,62.1960177543165
18.68.147.209,12,31.822976557121756,62.92518489984394
18.68.147.209,12,30.81505146973209,61.163554570808415
18.68.147.209,12,31.53709382029669,60.84207496260888
18.68.147.209,12,31.07387998728721,60.45017154875814
18.68.147.209,12,30.12575667226401,61.61331155937896
18.68.147.209,12,28.92001597184382,60.21175048634099
18.68.147.209,12,28.360250182675998,61.13637806644976
18.68.147.209,12,26.456334136617834,59.70984270971941
18.68.147.209,12,26.20681976560833,63.30570538091337
18.68.147.209,12,26.51990935951913,61.89413200428901
18.68.147.209,12,25.012363618383844,61.85269455030778
18.68.147.209,12,25.409154991816113,62.86592665945847
18.68.147.209,12,25.4273707844932,61.502485456420985
18.68.147.209,12,24.958573789471927,61.67132058778015
18.68.147.209,12,24.508299724295323,62.102687796541154
18.68.147.209,12,22.99703481706229,61.01039247654468
18.68.147.209,12,22.27249238961671,62.25273143218488
18.68.147.209,12,22.58720707019933,60.566115029585326
18.68.147.209,12,22.975591689982743,62.44138645119221
18.68.147.209,12,21.38184660544712,61.95004822134439
18.68.147.209,12,22.102563375715896,60.908736574443225
18.68.147.209,12,21.82780000952582,62.54109038749141
18.68.147.209,12,22.380686346861083,62.136634054673635
18.68.147.209,12,21.178698768897707,61.3902149500236
18.68.147.209,12,21.382279470856673,60.801308857005914
18.68.147.209,12,21.293885917821424,59.26389603271679
18.68.147.209,12,21.29458997509336,57.72037281915244
18.68.147.209,12,21.263730247755166,58.105169745764655
18.68.147.209,12,21.20669841572266,57.30449156519359
18.68.147.209,12,20.443247885594904,56.526532391615405
18.68.147.209,12,20.741660657341377,56.10934522246247
18.68.147.209,12,20.705279985918313,58.020870218873384
18.68.147.209,12,22.17347248411438,56.20866652911319
18.68.147.209,12,22.56947511226415,57.189737856600004
18.68.147.209,12,23.52554667709578,56.77239539280294
18.68.147.209,12,24.882006603984447,55.56317752068728
18.68.147.209,12,26.64142135402282,54.21776636156576
18.68.147.209,12,26.25147390906436,52.65163223634792
18.68.147.209,12,28.190517735312646,51.28524041507437
18.68.147.209,12,27.963431902799716,52.343068157429656
18.68.147.209,12,28.102313187240892,51.770852273732466
18.68.147.209,12,29.79281549227476,53.333445166776265
18.68.147.209,12,29.079381733909813,51.39742714208842
18.68.147.209,12,30.57184212056567,51.56864152780986
18.68.147.209,12,30.44948046086889,51.5042433866304
18.68.147.209,12,30.848241372827612,50.059255902676725
18.68.147.209,12,29.59727281495697,49.18029693077426
18.68.147.209,12,29.887992560477695,47.26032129685363
18.68.147.209,12,28.764853811693804,45.746301510327434
18.68.147.209,12,30.1649192802774,44.835639398719515
18.68.147.209,12,29.069970373217284,45.13426786295724
18.68.147.209,12,28.131917350368724,43.262240366775366
18.68.147.209,12,27.196849529025467,42.94322375677334
18.68.147.209,12,28.005799051424614,42.018415828197476
18.68.147.209,12,27.979931549951363,42.75724335500977
18.68.147.209,12,28.785108378046417,42.04491551532441
18.68.147.209,12,28.653778167463912,41.00279146284156
18.68.147.209,12,28.26376809023794,43.61278603730541
18.68.147.209,12,27.957286360290706,41.8953601590055
18.68.147.209,12,28.39675128463888,41.36345529193462
18.68.147.209,12,28.2324339884034,40.43665567421537
18.68.147.209,12,29.166787919892958,39.83681818049831
18.68.147.209,12,29.152924614341835,41.99007404602394
18.68.147.209,12,29.89548616281617,43.39859929718759
18.68.147.209,12,28.700670802630807,41.597984742327284
18.68.147.209,12,28.214172180792776,42.3217822851282
18.68.147.209,12,26.81578862587328,42.259414174906894
18.68.147.209,12,26.16152777594058,41.26205179328569
18.68.147.209,12,26.01203760536242,43.474954903380976
18.68.147.209,12,25.217356471387962,42.243019288670965
18.68.147.209,12,25.18254148048396,43.19525399527335
18.68.147.209,12,25.654606709652477,41.288316564500285
18.68.147.209,12,26.043566783107824,40.42582580012013
18.68.147.209,12,27.196488160687366,41.726839228242696
18.68.147.209,12,26.35325974104964,42.2750645149173
18.68.147.209,12,26.252854609866297,43.74394966543136
18.68.147.209,12,26.828084867994896,46.529214096353726
18.68.147.209,12,25.34949819747094,49.1648099999585
18.68.147.209,12,25.09592987392876,48.81462010919138
18.68.147.209,12,25.021102094409542,46.948038140504934
18.68.147.209,12,25.34076433598282,47.34537314967091
18.68.147.209,12,24.987350551463564,48.64020877667568
18.68.147.209,12,25.941251118651376,47.15034079376017
18.68.147.209,12,25.223113434748008,45.661145162975245
18.68.147.209,12,24.301402694521908,46.57704563596888
18.68.147.209,12,25.553843222174233,48.12419492363452
18.68.147.209,12,26.73449346764506,46.378307140871854
18.68.147.209,12,27.66476364890072,45.31903340256969
18.68.147.209,12,28.375309757531866,45.05423897233985
18.68.147.209,12,27.64792650738079,43.96310959840536
18.68.147.209,12,29.025527512544848,46.01230260434221
18.68.147.209,12,29.237877311403718,48.536450722157
18.68.147.209,12,29.970166565459145,47.92889313761432
18.68.147.209,12,29.75984228728716,46.209472022113545
18.68.147.209,12,30.6318421058643,45.338924037605736
18.68.147.209,12,30.422731880780386,45.55667358203271
18.68.147.209,12,30.330728366796606,45.401903308683046
18.68.147.209,12,31.309347328492713,43.68741466945362
18.68.147.209,12,30.517696108442586,45.51072516627803
18.68.147.209,12,30.4701952773609,46.52445148768753
18.68.147.209,12,30.658848385775894,46.7814065106772
18.68.147.209,12,30.368163850986257,48.91556907277994
18.68.147.209,12,31.16751276791501,49.01934575822466
18.68.147.209,12,31.970581566852893,48.14209695527651
18.68.147.209,12,33.40512915723596,47.509109320357204
18.68.147.209,12,34.54583872619983,46.80992977154227
18.68.147.209,12,33.9146288931147,47.82487931805478
18.68.147.209,12,34.54934576811259,49.72965399246331
18.68.147.209,12,33.786224209916135,51.94548304386037
18.68.147.209,12,33.41537247825208,52.680055366354054
18.68.147.209,12,32.58534500581895,54.002429113957966
18.68.147.209,12,32.61112274654926,56.533661583160765
18.68.147.209,12,32.77250849392518,56.62564336787454
18.68.147.209,12,32.97941356079383,58.58448500133489
18.68.147.209,12,32.17499433177341,57.67590604345024
18.68.147.209,12,31.21262587020383,56.29590757549765
18.68.147.209,12,30.678619177723576,58.30375011055193
18.68.147.209,12,31.58932942068183,57.900825551324914
18.68.147.209,12,30.693426686915767,56.490218245699396
18.68.147.209,12,31.45463037582286,58.55084788830344
18.68.147.209,12,31.577893463352815,58.31225709378102
18.68.147.209,12,30.580194789687408,56.74332565081923
18.68.147.209,12,31.228062462177807,55.90977567147189
18.68.147.209,12,30.425296480586947,58.01920371538449
18.68.147.209,12,29.008889020492855,59.606710508395686
18.68.147.209,12,28.54328595361598,58.041386947461824
18.68.147.209,12,28.427555838785086,57.12213375324184
18.68.147.209,12,29.47326722003004,58.837732458450596
18.68.147.209,12,29.53259763636943,61.31032931851641
18.68.147.209,12,28.69852168142686,60.71502471324896
18.68.147.209,12,29.521641822293752,58.90983203552566
18.68.147.209,12,28.028291983095595,59.53954246017668
18.68.147.209,12,27.809732624927165,61.82691781029346
18.68.147.209,12,26.443801086801376,61.252493042330336
18.68.147.209,12,24.88082537145201,59.760100058775464
18.68.147.209,12,24.439892921544168,59.695952815278154
18.68.147.209,12,24.83275473055244,61.05629830150127
18.68.147.209,12,24.927168774912552,62.01313352389745
18.68.147.209,12,24.34602571108147,60.93483111011571
18.68.147.209,12,24.646218992942952,59.69531110794496
18.68.147.209,12,24.457264406545363,62.48246219726586
18.68.147.209,12,24.346976395839732,60.71414900507315
18.68.147.209,12,23.184036761186206,61.275964591703854
18.68.147.209,12,24.346723531348992,61.16074401038769
18.68.147.209,12,23.168856768865624,61.9473765173349
18.68.147.209,12,23.083867879342172,62.48178689135315
18.68.147.209,12,22.407469621301022,62.514790047927896
18.68.147.209,12,20.901872587912926,61.78512961496382
18.68.147.209,12,21.028306207174168,61.008267138404115
18.68.147.209,12,20.84208011670895,62.696173900158996
18.68.147.209,12,21.267461100984676,62.21335041889863
18.68.147.209,12,21.931225671785494,61.76390833852958
18.68.147.209,12,20.546655488399363,60.618216784225616
18.68.147.209,12,20.929047472570673,61.514124410563895
18.68.147.209,12,21.556047931711007,61.09048080042664
18.68.147.209,12,21.669979608491442,61.91603014752957
18.68.147.209,12,23.1811665508635,61.973463906361104
18.68.147.209,12,22.71399523873972,61.134509859885924
18.68.147.209,12,23.9369044428105,62.09337691267135
18.68.147.209,12,23.09837208296451,61.338142442896306
18.68.147.209,12,23.280105878220112,59.87689925800496
18.68.147.209,12,22.267589296007554,62.01427730319415
18.68.147.209,12,22.089610686869335,62.68263240161599
18.68.147.209,12,21.975375854566376,62.46753278270646
18.68.147.209,12,22.602696796905587,60.64822253310005
18.68.147.209,12,22.925560933264947,61.56161068675327
18.68.147.209,12,24.50430763352449,60.10712128907006
18.68.147.209,12,25.262777679769176,60.71387560828713
18.68.147.209,12,25.08165585245704,60.440832111956205
18.68.147.209,12,25.728267571809486,61.30907999132836
18.68.147.209,12,26.76153356996956,60.658789613413056
18.68.147.209,12,27.145723152727797,62.24062753745312
18.68.147.209,12,27.095927738931536,62.603441431545384
18.68.147.209,12,28.640342644569344,60.83655545203584
18.68.147.209,12,29.4118337313869,60.37359901987211
18.68.147.209,12,30.370284880573998,59.35054000726534
18.68.147.209,12,31.19992447233587,58.77724935204428
18.68.147.209,12,31.708445605608784,60.22658761947875
18.68.147.209,12,31.1309902568,61.28881404169462
18.68.147.209,12,32.89801047934273,60.14159034746576
18.68.147.209,12,33.6415870203426,62.814003932176384
18.68.147.209,12,35.4285899380563,61.79131753188078
18.68.147.209,12,35.902979260880365,62.94863893080702
18.68.147.209,12,36.29112763188183,61.863814029399116
18.68.147.209,12,36.88485283265487,60.95191348854769
18.68.147.209,12,37.64620897759257,62.25658991096487
18.68.147.209,12,37.01795413110532,62.66681602030143
18.68.147.209,12,36.231359587100364,61.56761514031981
18.68.147.209,12,35.67984077743565,62.14574053119064
18.68.147.209,12,35.17045915118466,61.7685642536443
18.68.147.209,12,33.513224007557135,62.68975828919457
18.68.147.209,12,31.942736473478668,60.4564908378901
18.68.147.209,12,31.07629599278254,61.90367688315614
18.68.147.209,12,31.59070933821164,61.917480902165615
18.68.147.209,12,31.80519520714481,62.28157211564214
18.68.147.209,12,30.217959935329393,62.52270766138315
18.68.147.209,12,31.18276484977701,60.5481372754529
18.68.147.209,12,31.769484826014427,62.72513527010215
18.68.147.209,12,32.9367744471943,60.41036060507966
18.68.147.209,12,33.13053438466302,61.01317465213592
18.68.147.209,12,32.09246263136133,61.05784743765749
18.68.147.209,12,32.73320644035214,60.51262467642986
18.68.147.209,12,32.32479602142648,59.362256701818204
18.68.147.209,12,32.9116704543375,60.03073277686069
18.68.147.209,12,31.46272709969443,60.49170052938703
18.68.147.209,12,31.56288921280302,60.648904292896425
18.68.147.209,12,30.043477566182787,62.09297396836665
18.68.147.209,12,28.967416460809297,61.810309599466144
18.68.147.209,12,27.133417257343726,59.877976545113505
18.68.147.209,12,27.649869416376283,57.97387556690617
18.68.147.209,12,27.88667538022561,59.880815751673886
18.68.147.209,12,28.163880385217634,60.632920743165165
18.68.147.209,12,29.442121153514798,59.52490493222898
18.68.147.209,12,30.161735908551044,61.845625546060994
18.68.147.209,12,30.603263278422915,62.118713592684635
18.68.147.209,12,30.72843184951363,61.650621599573405
18.68.147.209,12,31.442157776557323,59.881610789148795
18.68.147.209,12,32.8495902785983,58.0902780983191
18.68.147.209,12,33.891725645595024,57.92278691671818
18.68.147.209,12,34.70051084449324,56.66794027521858
18.68.147.209,12,36.495698484275614,55.2769262950878
18.68.147.209,12,37.84699426482913,56.27322290002661
18.68.147.209,12,39.974186190817754,55.50047897013084
18.68.147.209,12,40.01406494907025,57.623023775260506
18.68.147.209,12,40.10302031048543,59.57381019064639
18.68.147.209,12,41.95115393332348,60.323313543151635
18.68.147.209,12,41.37648939921438,58.647570521733
18.68.147.209,12,40.947526233834594,59.485081229622416
18.68.147.209,12,40.62772631158843,59.79326420607792
18.68.147.209,12,40.37376043121637,61.45828557558851
18.68.147.209,12,39.64199865291248,62.377295695159695
18.68.147.209,12,40.553738060712035,60.20539407356033
18.68.147.209,12,41.10620967506412,60.98973486757255
18.68.147.209,12,40.23207248505289,59.06931892068302
18.68.147.209,12,40.65419173032435,58.34153559923823
18.68.147.209,12,39.10200602073478,59.54096688110894
18.68.147.209,12,38.00003816156323,58.999461120817465
18.68.147.209,12,38.31402110848885,58.10582575176458
18.68.147.209,12,37.01643041123918,57.4661383268356
18.68.147.209,12,36.31621986233486,58.837119439255844
18.68.147.209,12,37.06137563484346,60.72690132558272
18.68.147.209,12,35.2964596507549,60.852070696641846
18.68.147.209,12,35.173691404594784,61.31007602043725
18.68.147.209,12,35.5780885664163,61.82244450197949
18.68.147.209,12,35.26568804123747,62.30952765185311
18.68.147.209,12,36.58671512884691,60.255639359994476
18.68.147.209,12,37.881137387915444,59.64968433709127
18.68.147.209,12,38.56962956408411,62.149777895507476
18.68.147.209,12,39.73663640206215,61.163707283202086
18.68.147.209,12,39.96652687748811,62.80964942363953
18.68.147.209,12,39.35418269937083,62.12156603628994
18.68.147.209,12,40.45395142872124,61.83211676437185
18.68.147.209,12,39.99046323125175,61.45582330612583
18.68.147.209,12,41.46999122667129,62.56856484481294
18.68.147.209,12,42.652272540060196,62.378382088722844
18.68.147.209,12,43.967358019565324,62.51552533706335
18.68.147.209,12,45.036797783048605,61.51131297953387
18.68.147.209,12,46.79233318367928,61.16931600444612
18.68.147.209,12,48.43757622408599,62.966242063740566
18.68.147.209,12,48.12065228377014,60.90851026323036
18.68.147.209,12,49.11253206336668,59.93228971009015
18.68.147.209,12,50.37624252623303,60.72800876599197
18.68.147.209,12,51.598596630638326,61.99744983374631
18.68.147.209,12,51.87233605432382,60.428779113916846
18.68.147.209,12,53.864395869451755,61.65986580538328
18.68.147.209,12,53.401384776193005,61.27896807393656
18.68.147.209,12,53.97095202685921,61.888565989427214
18.68.147.209,12,55.54304618274356,62.89932696932161
18.68.147.209,12,54.93866885739958,60.33920545435247
18.68.147.209,12,54.299301889606475,59.340051358509285
18.68.147.209,12,54.341734078582455,60.264423853147356
18.68.147.209,12,54.80095525837055,62.31211946838131
18.68.147.209,12,55.710353655114794,60.14440048579727
18.68.147.209,12,54.36866175175484,59.861398573462715
18.68.147.209,12,55.49833811580614,58.35336384713056
18.68.147.209,12,55.3735721645759,59.73105454771292
18.68.147.209,12,54.70344239086768,58.101419009090776
18.68.147.209,12,53.277881150460104,60.077649363848934
18.68.147.209,12,53.27814811630494,60.8373954615536
18.68.147.209,12,53.84811184387756,62.185606037119435
18.68.147.209,12,53.25227844937455,62.9475004910268
18.68.147.209,12,52.08072038643568,61.9362316785586
18.68.147.209,12,51.86872531117355,62.74653299391897
18.68.147.209,12,52.113821211589794,60.83914071432058
18.68.147.209,12,53.008031203260686,59.62628754324808
18.68.147.209,12,52.42831138057577,62.77623724936509
18.68.147.209,12,52.8008606395433,61.70403550817093
18.68.147.209,12,53.29711864649724,61.97376472280215
18.68.147.209,12,52.581876839900445,62.641457813856114
18.68.147.209,12,52.00037365878078,61.36854004642662
18.68.147.209,12,50.510738340646554,59.99797551193561
18.68.147.209,12,51.42930302066415,60.781008769361904
18.68.147.209,12,51.82207172461336,62.35954388242825
18.68.147.209,12,51.42142880725226,61.839867345291275
18.68.147.209,12,50.650966858589086,61.22896462728172
18.68.147.209,12,49.45268755027612,61.504995277424634
18.68.147.209,12,50.40874001479737,60.24256250663405
18.68.147.209,12,50.38212759556241,58.38369554917736
18.68.147.209,12,50.07728394921986,56.53822263788752
18.68.147.209,12,49.970998045154396,56.84136061746129
18.68.147.209,12,49.649210404411185,58.5431388473272
18.68.147.209,12,48.93046962011476,56.547522562376685
18.68.147.209,12,48.21783903488546,57.75623042199551
18.68.147.209,12,49.03968057898955,56.38143991433941
18.68.147.209,12,49.608061387440884,57.45114002625572
18.68.147.209,12,49.377650568819085,59.031778339185145
18.68.147.209,12,49.38615888425169,60.82381603148556
18.68.147.209,12,48.14064794362185,60.507675797463456
18.68.147.209,12,47.239709894157286,59.588384552335874
18.68.147.209,12,45.94348005156382,62.15479794631496
18.68.147.209,12,45.18123127016457,62.3187092062236
18.68.147.209,12,45.59366913398194,62.267173870585886
18.68.147.209,12,46.29670886907071,60.48797148494805
18.68.147.209,12,46.60589825972884,58.9695643005236
18.68.147.209,12,45.71022190591113,58.62950042716134
18.68.147.209,12,45.74562019758138,60.76181659830348
18.68.147.209,12,46.74923311186493,60.58363617561064
18.68.147.209,12,47.03157481961109,62.633346429056026
18.68.147.209,12,47.92014469600591,62.58841576908055
18.68.147.209,12,46.718512217781196,62.589239828660794
18.68.147.209,12,45.88577977728995,62.93360071472149
18.68.147.209,12,46.868162756223214,60.65942618863028
18.68.147.209,12,47.263591365320835,58.793359094263224
18.68.147.209,12,47.54353427926123,59.66718609010321
18.68.147.209,12,49.15587365678892,61.04956801613014
18.68.147.209,12,49.73556605581723,62.19397918287906
18.68.147.209,12,49.65949740251202,60.254674663503685
18.68.147.209,12,50.74157168104399,60.04117997268845
18.68.147.209,12,50.83184385185012,61.036865777397566
18.68.147.209,12,50.50382240179926,60.22640643554244
18.68.147.209,12,49.283338958071624,58.42110412791033
18.68.147.209,12,48.550415899589986,58.84098816435566
18.68.147.209,12,47.76659823528366,60.57539971073016
18.68.147.209,12,48.9125094377445,59.686879475607775
18.68.147.209,12,47.48257651326704,58.13626298829969
18.68.147.209,12,47.356260061841795,58.2579464478738
18.68.147.209,12,47.67820814202273,60.417522170934376
18.68.147.209,12,46.493494960326046,61.18781986154893
18.68.147.209,12,46.67601730596401,61.39959333656023
18.68.147.209,12,47.19903473878475,62.14983888461862
18.68.147.209,12,47.918575890224076,60.98499244403191
18.68.147.209,12,46.946954799238036,60.924826143569774
18.68.147.209,12,46.483513985805324,61.23024190506902
18.68.147.209,12,47.616440864296344,62.44248478712576
18.68.147.209,12,47.435089010952716,60.653482384837375
18.68.147.209,12,48.58062465614169,59.737005217133486
18.68.147.209,12,49.95277750955753,58.66638453295386
18.68.147.209,12,51.662162634239735,62.18551797688272
18.68.147.209,12,52.684780097621086,61.43834258504009
18.68.147.209,12,53.70928394152665,59.70109180146028
18.68.147.209,12,53.72065434836083,59.0899600603867
18.68.147.209,12,53.5342966065266,57.478137540300565
18.68.147.209,12,52.41130262503236,58.807957022927646
18.68.147.209,12,51.90426883588531,58.33258354284878
18.68.147.209,12,51.70900980706216,57.52069770781519
18.68.147.209,12,50.54198872570588,59.76423830466019
18.68.147.209,12,49.654676489129436,59.900776085760185
18.68.147.209,12,47.92040317830208,58.22603228638465
18.68.147.209,12,48.44786420766296,60.154707606392066
18.68.147.209,12,49.175230384317814,61.80099160803955
18.68.147.209,12,49.02026867307707,60.98924207455753
18.68.147.209,12,47.734820834205564,60.87840686142328
18.68.147.209,12,46.59265976942649,60.837632036969104
18.68.147.209,12,45.69650433367085,59.50770321187829
18.68.147.209,12,44.709738106552045,57.88147667959249
18.68.147.209,12,44.77621007268866,57.8280218591732
18.68.147.209,12,45.223113212580934,60.49822996345186
18.68.147.209,12,45.38182851777863,59.400227236223266
18.68.147.209,12,44.50423419454113,61.050687082967315
18.68.147.209,12,44.052017938462285,60.85492256858757
18.68.147.209,12,43.47778308541204,60.44898160263838
18.68.147.209,12,41.976202025360465,61.398142615090954
18.68.147.209,12,41.46400088686526,61.023289111330875
18.68.147.209,12,42.33146950055177,60.667442534886064
18.68.147.209,12,43.43063617552653,60.26986772532557
18.68.147.209,12,43.773010309199655,59.441533987790734
18.68.147.209,12,43.11856168896247,57.96281965644218
18.68.147.209,12,44.01348781431309,60.30315043576828
18.68.147.209,12,44.0126114825551,59.292436352458715
18.68.147.209,12,43.38713309125023,60.31695015257523
18.68.147.209,12,42.84934150451345,62.48898288023271
18.68.147.209,12,43.011640879924094,60.038712610094926
18.68.147.209,12,43.170944410269286,61.92671248453579
18.68.147.209,12,43.31216854026479,60.180648565006045
18.68.147.209,12,44.78970019152853,59.28572531256306
18.68.147.209,12,43.63487163763391,59.92225656476819
18.68.147.209,12,43.798593499275285,62.416646808235285
18.68.147.209,12,45.164717712923654,60.92192409556564
18.68.147.209,12,45.07052620918599,61.62758578487231
18.68.147.209,12,45.59727661896022,61.17296209337164
18.68.147.209,12,44.36163234335437,60.17435370331323
18.68.147.209,12,45.85765718670663,60.90883330771247
18.68.147.209,12,44.80621733383429,59.60646785719386
18.68.147.209,12,43.911102799407594,59.15980826008664
18.68.147.209,12,44.76873083228517,61.05091109479272
18.68.147.209,12,44.43167119894739,60.308737200124376
18.68.147.209,12,43.66335795443615,60.07268162661916
18.68.147.209,12,43.13604590917879,60.26921216378161
18.68.147.209,12,44.06242791193999,61.06090412528478
18.68.147.209,12,44.13660613291828,59.303199119359405
18.68.147.209,12,44.18583819552315,61.19319308649771
18.68.147.209,12,43.101994529205896,61.18347222176597
18.68.147.209,12,41.80092260235704,60.473341957674215
18.68.147.209,12,40.103994302356945,62.56393080284218
18.68.147.209,12,40.68624274052476,62.37668831726133
18.68.147.209,12,41.44601741845474,60.28305402015124
18.68.147.209,12,42.377036445070814,61.46871220447247
18.68.147.209,12,43.12896422632793,59.74163520882919
18.68.147.209,12,42.8107615120925,62.60099863630598
18.68.147.209,12,44.32415670343521,60.643151414257346
18.68.147.209,12,45.1958812874133,59.910644798859465
18.68.147.209,12,46.985530797977844,62.497249025542764
18.68.147.209,12,46.39040507328316,61.886460135911506
